legislator_name                    , Party      , 2018-01, 2018-03, 2018-04, 2018-05, 2018-06 , 2018-07 , 2018-08 , 2018-10 , 2018-11 , 2018-12  , 2019-01  , 2019-02   , 2019-03   , 2019-04   , 2019-05   , 2019-06   , 2019-07   , 2019-08   , 2019-09   , 2019-10             , 2019-11   , 2019-12            , 2020-01            , 2020-02            , 2020-03             , 2020-04             , 2020-05            , 2020-06            , 2020-07             , 2020-08             , 2020-09             , 2020-10             , 2020-11             , 2020-12     , 2021-01             , 2021-02             , 2021-03             , 2021-04             , 2021-05             , 2021-06             , 2021-07             , 2021-08             , 2021-09             , 2021-10             , 2021-11             , 2021-12             , 2022-01             , 2022-02             , 2022-03             , 2022-04             , 2022-05             , 2022-06             , 2022-07             , 2022-08             , 2022-09             , 2022-10     , 2022-11     , 2022-12     , 2023-01     , 2023-02     , 2023-03     , 2023-04     , 2023-05     , 2023-06     , 2023-07     , 2023-08     , 2023-09     , 2023-10     , 2023-11             , 2023-12     , 2024-01     , 2024-02     , 2024-03     , 2024-04     , 2024-05     , 2024-06     , 2024-07     , 2024-08     , 2024-09     , 2024-10     , 2024-11     , 2024-12     , 2025-01     , 2025-02     , 2025-03     , 2025-04     , 2025-05     , 2025-06     , 2025-07     , 2025-08     , 2025-09     , 2025-10     , 2025-11     , 2025-12     , 2026-01     , 2026-02     , 2026-03
April McClain Delaney              , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    201009.5 ,    265013.5 ,    345018.5 ,    385021.0 ,    409022.5 ,    441024.5 ,    603028.5 ,    659530.5 ,    723534.5 ,    739535.5 ,    803539.5 ,    859543.0 ,   1084554.0 ,   1084554.0
August Lee II. Pfluger             , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,      8000.5         ,      8000.5         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0         ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,     96504.5 ,    104505.0 ,    104505.0 ,    104505.0 ,    104505.0 ,    104505.0 ,    112505.5 ,    120506.0 ,    120506.0 ,    120506.0
Austin Scott                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,      8000.5         ,     16001.0         ,     16001.0         ,     40002.5         ,     88504.0         ,    112505.5 ,    145006.0         ,    145006.0         ,    193507.5         ,    201508.0         ,    217509.0         ,    225509.5         ,    257511.5         ,    281513.0         ,    370515.5         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0         ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0         ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    378516.0 ,    394517.0 ,    394517.0 ,    394517.0 ,    402517.5 ,    402517.5 ,    410518.0 ,    410518.0 ,    410518.0 ,    418518.5 ,    418518.5 ,    434519.5 ,    442520.0 ,    442520.0 ,    442520.0 ,    442520.0 ,    442520.0 ,    442520.0 ,    442520.0 ,    442520.0 ,    450520.5 ,    450520.5
Bill Flores                        , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,  175000.5          ,  175000.5          ,   175000.5         ,   175000.5          ,   175000.5          ,   175000.5         ,   175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5 ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5         ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5         ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5
Bill Jr.. Pascrell                 , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,   32500.5 ,   32500.5 ,   32500.5           ,   32500.5 ,   32500.5          ,   32500.5          ,    32500.5         ,    32500.5          ,    32500.5          ,    32500.5         ,    32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5 ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5         ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5
Blake Moore                        , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,     24001.5         ,    112007.0         ,    208013.0         ,    240015.0         ,    296018.5         ,    304019.0         ,    328020.5         ,    368023.0         ,    384024.0         ,    400025.0         ,    400025.0         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5         ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5 ,    475025.5         ,    475025.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5 ,    900035.5
Bob Gibbs                          , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,   73001.5          ,    73001.5         ,    73001.5          ,    73001.5          ,    73001.5         ,    73001.5         ,     73001.5         ,     73001.5         ,     73001.5         ,     73001.5         ,     81002.0         ,     81002.0 ,     81002.0         ,     81002.0         ,     81002.0         ,     81002.0         ,     97003.0         ,     97003.0         ,     97003.0         ,     97003.0         ,     97003.0         ,     97003.0         ,    129005.0         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5         ,    145006.0         ,    153006.5         ,    153006.5 ,    153006.5 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0         ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0 ,    185507.0
Brad Knott                         , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5
Brad Sherman                       , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,    375000.5         ,    375000.5         ,    375000.5         ,    375000.5         ,    375000.5         ,    375000.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5         ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5 ,   1540502.5
Bradley S. Schneider               , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,    375000.5         ,    375000.5         ,    375000.5         ,    375000.5         ,    550001.0 ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    550001.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    657502.0         ,    832502.5         ,    832502.5 ,    832502.5 ,    832502.5 ,    832502.5 ,    832502.5 ,    832502.5 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0         ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0 ,    907503.0
Brandon Gill                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    175000.5 ,    175000.5 ,    183001.0 ,    258001.5 ,    632004.0 ,    640004.5 ,    640004.5 ,    640004.5 ,    672505.0 ,    672505.0 ,    672505.0 ,    672505.0 ,    672505.0 ,    672505.0
Brandon McDonald Williams          , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5         ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5
Brian Babin                        , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,     40501.0         ,     40501.0         ,     40501.0         ,     40501.0         ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0         ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0 ,     40501.0
Brian Higgins                      , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5 ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5         ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5         ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5 ,     32500.5
Brian Mast                         , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,    8000.5          ,    73001.5         ,    73001.5          ,    73001.5          ,    73001.5         ,    73001.5         ,    180502.5         ,    213003.0         ,    245503.5         ,    245503.5         ,    278004.0         ,    310504.5 ,    310504.5         ,    531508.0         ,    572009.0         ,    604509.5         ,    604509.5         ,    604509.5         ,    637010.0         ,    645010.5         ,    645010.5         ,    645010.5         ,    645010.5         ,    645010.5         ,    645010.5         ,    645010.5         ,    645010.5         ,    693512.0         ,    693512.0         ,    693512.0         ,    693512.0         ,    693512.0         ,    693512.0         ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0 ,    693512.0         ,    693512.0 ,    693512.0 ,    693512.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0 ,    693684.0
Bruce Westerman                    , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    489027.5 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0 ,    946053.0
Byron Donalds                      , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,     32002.0 ,     32002.0 ,     32002.0 ,     80005.0 ,    112007.0 ,    312019.5 ,    344021.5 ,    344021.5 ,    344021.5 ,    344021.5 ,    360022.5 ,    432027.0 ,    504031.5 ,    504031.5 ,    520032.5 ,    536033.5 ,    568035.5 ,    568035.5
